actor_id,name,birth,agency,sns,image,work1,work2,work3,work4,work5
1,김승용,,,,actor_images\21118.gif," 〈레드북〉 - 부산
2026.01.30 ~ 2026.02.01
드림씨어터
헨리&잭 역"," 〈레드북〉 - 세종시
2026.01.23 ~ 2026.01.25
세종예술의전당(세종특별자치시)
헨리&잭 역"," 〈레드북〉 - 용인
2026.01.09 ~ 2026.01.11
용인포은아트홀
헨리&잭 역"," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
이태준 역"," 〈레드북〉
2025.09.23 ~ 2025.12.07
유니버설아트센터
헨리 & 잭 역"
2,원태민,1993.09.16,,https://www.instagram.com/one__tm_/,actor_images\54013.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
정세훈 역"," 〈라흐마니노프〉
2025.09.20 ~ 2025.12.14
예스24스테이지 1관
라흐마니노프 역"," 〈두 낫 디스터브〉
2025.06.10 ~ 2025.08.31
NOL 서경스퀘어 스콘 1관
카이만 역","화이트래빗 레드래빗(WHITE RABBIT RED RABBIT)
2025.04.30 ~ 2025.05.25
세종문화회관 S씨어터
배우 역","애나엑스(ANNA X) Special Day
2025.02.18 ~ 2025.02.20
LG아트센터 서울 U+ 스테이지
아리엘 역"
3,문성일,1988.08.14,,http://www.instagram.com/m_seong_il,actor_images\25614.gif," 〈판〉
2025.12.23 ~ 2026.03.08
동덕여대 공연예술센터 코튼홀
달수 역"," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
정세훈 역","여신님이 보고 계셔
2024.11.26 ~ 2025.03.03
NOL 유니플렉스 1관
변주화 역","오즈
2024.02.27 ~ 2024.04.28
대학로 TOM(티오엠) 2관
준 역","이카이노 바이크
2024.02.15 ~ 2024.03.10
씨어터 쿰
경우 역"
4,신윤재,1995.07.19,,,actor_images\51504.gif,"다큐시어터 〈집으로 돌아가는 길: 형제복지원의 기억〉
2025.07.31 ~ 2025.08.08
연우 소극장(대학로)","플레이위드 햄릿
2025.01.23 ~ 2025.03.16
산울림 소극장
햄릿_화이트/핑크 역","버려진 상자엔 무엇이 담겨있었나
2023.11.15 ~ 2023.11.19
해당공연 공연장
노숙자 역","플레이위드 햄릿
2023.06.23 ~ 2023.07.09
산울림 소극장
화이트/핑크 역","마하
2023.04.07 ~ 2023.04.09
열린극장
마하 역"
5,이형훈,,,,actor_images\15321.gif," 〈긴긴밤〉
2026.01.21 ~ 2026.03.29
링크아트센터드림 드림1관
노든 역"," 〈시지프스〉
2025.12.16 ~ 2026.03.08
예스24스테이지 2관
언노운 역"," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
이윤 역","［슈가데이#1］  〈아몬드〉
2025.11.15 ~ 2025.11.16
NOL 유니플렉스 1관
심박사(심재영) 역"," 〈아몬드〉
2025.09.19 ~ 2025.12.14
NOL 유니플렉스 1관
심박사(심재영) 역"
6,김지욱,1989.01.27,,http://www.instagram.com/rlawldnrl | http://cafe.daum.net/nalbangsongjiwook,actor_images\36037.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
이태준 역","［놀라운 특가］ 연극 〈아마데우스〉 비지정석
2025.09.24 ~ 2025.11.23
홍익대 대학로 아트센터 대극장
요제프 황제 역","연극 〈아마데우스〉
2025.09.16 ~ 2025.11.23
홍익대 대학로 아트센터 대극장
요제프 황제 역"," 〈마리 퀴리〉
2025.07.25 ~ 2025.10.19
광림아트센터 BBCH홀
마르친/샤갈 역","레베카
2021.11.16 ~ 2022.02.28
충무아트센터 대극장
벤 역"
7,김종구,1980.11.29,,http://www.hunusent.com/artist_15.asp | http://twitter.com/jonggoooo,actor_images\17507.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
김해진 역"," 〈로빈〉
2025.12.01 ~ 2026.03.01
대학로 TOM(티오엠) 1관
로빈 역","니진스키
2025.03.25 ~ 2025.06.15
예스24아트원 1관
디아길레프 역","라흐 헤스트
2025.03.25 ~ 2025.06.15
예스24스테이지 1관
환기 역","라파치니의 정원
2025.02.26 ~ 2025.02.28
플러스씨어터
라파치니 역"
8,윤은채,1986.12.14,,http://www.instagram.com/ecactor | http://www.facebook.com/eunchae.yoon,actor_images\39735.gif,"은밀하게 위대하게
2017.07.14 ~ 2017.10.05
대학로 드림아트센터 1관
원류환 역","챠이카
2016.01.08 ~ 2016.06.26
안똔체홉극장
메드베젠꼬 역","레베카
2016.01.05 ~ 2016.03.06
예술의전당 오페라극장
앙상블
전문가","맨 오브 라만차
2015.07.30 ~ 2015.11.01
디큐브 링크아트센터
후안 역
관객 전문가","드림걸즈
2015.02.26 ~ 2015.05.25
샤롯데씨어터
앙상블
전문가"
9,에녹 ,1980.02.10,EMK엔터테인먼트,http://www.instagram.com/official__enoch | http://cafe.naver.com/actorenoch,actor_images\6961.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
김해진 역","마타하리
2024.12.05 ~ 2025.03.02
LG아트센터 서울 LG SIGNATURE 홀
아르망 역","손태진 ＆ 에녹 콘서트 - 대구
2024.07.13 ~ 2024.07.13
대구 엑스코(EXCO)","레베카
2023.08.19 ~ 2023.11.19
블루스퀘어 신한카드홀
막심 드 윈터 역","이프덴
2022.12.08 ~ 2023.02.26
홍익대 대학로 아트센터 대극장
루카스 역"
10,강혜인,,,,actor_images\43688.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
히카루 역"," 〈마리 퀴리〉
2025.07.25 ~ 2025.10.19
광림아트센터 BBCH홀
안느 코발스카 역","너의 결혼식
2025.03.20 ~ 2025.06.08
NOL 유니플렉스 1관
환승희 역","천 개의 파랑
2025.02.22 ~ 2025.03.07
국립극장 해오름극장
은혜 역","유진과 유진
2024.07.06 ~ 2024.09.22
링크아트센터드림 드림4관
작은유진 역"
11,윤소호,1991.11.20,,http://cafe.naver.com/19911120,actor_images\27064.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
정세훈 역","［슈가데이#1］  〈아몬드〉
2025.11.15 ~ 2025.11.16
NOL 유니플렉스 1관
윤재(선윤재) 역"," 〈아몬드〉
2025.09.19 ~ 2025.12.14
NOL 유니플렉스 1관
윤재(선윤재) 역","오늘 밤, 세계에서 이 사랑이 사라진다 해도
2025.06.13 ~ 2025.08.24
코엑스아티움
가미야 도루 역","도리안 그레이
2025.03.30 ~ 2025.06.08
홍익대 대학로 아트센터 대극장
도리안 그레이 역"
12,김경수,1982.09.06,,https://www.instagram.com/k.kyoungsu,actor_images\6299.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
김해진 역","도리안 그레이
2025.03.30 ~ 2025.06.08
홍익대 대학로 아트센터 대극장
헨리 워튼 역","스타크로스드
2024.12.10 ~ 2025.03.02
예스24스테이지 3관
머큐쇼 역","랭보
2024.09.17 ~ 2024.12.08
예스24스테이지 1관
베를렌느 역","빈센트 반 고흐
2024.09.07 ~ 2024.12.01
NOL 서경스퀘어 스콘 1관
빈센트 반 고흐 역"
13,정민,,,,actor_images\6959.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
이윤 역"," 〈라흐마니노프〉
2025.09.20 ~ 2025.12.14
예스24스테이지 1관
니콜라이 달 역","［피크닉#15］ 〈붉은 정원〉
2025.06.17 ~ 2025.06.19
링크아트센터드림 드림2관
빅토르 역","붉은 정원
2025.04.22 ~ 2025.07.20
링크아트센터드림 드림2관
빅토르 역","배니싱
2025.02.04 ~ 2025.05.25
링크아트센터 페이코홀
의신 역"
14,이승현,1977.10.11,,http://www.instagram.com/lownotegogo | http://cafe.daum.net/actor777 | https://www.youtube.com/@SHankyouCONCERT,actor_images\3714.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
김수남 역"," 배우 이승현 콘서트
2024.11.11 ~ 2024.11.11
서강대학교 메리홀 대극장","미오 프라텔로
2024.05.21 ~ 2024.10.27
링크아트센터 벅스홀
치치 역","6시 퇴근
2024.05.17 ~ 2024.08.11
대학로 SH 아트홀
장보고 역","비더슈탄트
2023.09.12 ~ 2023.11.26
대학로 드림아트센터 1관
라인하르트 클레어 역"
15,윤석화,1956.01.16,,,actor_images\5843.gif,"햄릿
2022.07.13 ~ 2022.08.13
국립극장 해오름극장
배우3 역","자화상
2021.10.20 ~ 2021.11.21
산울림 소극장","해롤드와 모드
2021.05.01 ~ 2021.05.23
KT&G 상상마당 대치아트홀
연출","딸에게 보내는 편지
2019.06.11 ~ 2019.06.22
대학로 설치극장 정미소","윤석화의 사랑은 계속됩니다
2017.06.13 ~ 2017.06.18
대학로 설치극장 정미소"
16,장민수,1988.11.04,,,actor_images\37147.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
김수남 역","어른이  〈난쟁이들〉
2025.11.05 ~ 2026.03.01
플러스씨어터
빅 역"," 〈쇼맨_어느 독재자의 네 번째 대역배우〉
2025.07.11 ~ 2025.08.31
국립정동극장
첫번째 배우 역"," 〈다시, 동물원〉
2025.06.26 ~ 2025.09.14
동덕여대 공연예술센터 코튼홀
유준열 역","미아 파밀리아
2024.12.19 ~ 2025.03.23
링크아트센터드림 드림1관
오스카 역"
17,소정화,,,,actor_images\12219.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
히카루 역","문스토리
2023.09.26 ~ 2023.12.10
대학로 드림아트센터 4관
린 역","쁠라테로
2023.05.18 ~ 2023.06.02
국립정동극장 세실","팬레터
2022.07.04 ~ 2022.07.04
온라인
히카루 역","난세
2022.05.31 ~ 2022.08.21
NOL 서경스퀘어 스콘 2관
꾼 역"
18,박정표,1980.05.08,,,actor_images\8529.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
이윤 역","그날들 - 안성
2023.10.06 ~ 2023.10.07
안성맞춤아트홀 대공연장
상구 역","그날들
2023.07.12 ~ 2023.09.03
예술의전당 오페라극장
상구 역","팬레터
2021.12.10 ~ 2022.03.20
코엑스아티움
이 윤 역","팬레터 - 성남
2021.03.26 ~ 2021.03.28
성남아트센터 오페라하우스
이윤 역"
19,김태인,1991.06.30,,,actor_images\42971.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
김수남 역","아몬드
2022.04.02 ~ 2022.05.01
코엑스아티움
멀티(철사) 역","팬레터
2021.12.10 ~ 2022.03.20
코엑스아티움
김수남 역","그녀를 믿지마세요
2018.06.01 ~ 2021.03.31
대학로 스타시티 카지노 전용관(구, 타이니앨리스)
차명석 역","프리즌
2017.09.19 ~ 2019.01.06
대학로 이수아트홀
토미 역"
20,김지철,1988.02.06,,http://cafe.naver.com/kycteatime,actor_images\29458.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
이윤 역"," 〈윌리엄과 윌리엄의 윌리엄들〉 2025
2025.09.16 ~ 2025.11.30
NOL 서경스퀘어 스콘 2관
H 역","［피크닉#19］  〈웨이스티드〉
2025.08.27 ~ 2025.08.29
플러스씨어터
브랜웰 역"," 〈웨이스티드〉 : 연극열전10_일곱 번째 작품
2025.08.06 ~ 2025.10.26
플러스씨어터
브랜웰 역","［피크닉#18］ 연극 〈2시 22분 - A GHOST STORY〉
2025.07.30 ~ 2025.07.31
세종문화회관 M씨어터
샘 역"
21,김리현,1993.04.12,,,actor_images\46090.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
정세훈 역","［슈가데이#1］  〈아몬드〉
2025.11.15 ~ 2025.11.16
NOL 유니플렉스 1관
윤재(선윤재) 역","연극 〈포쉬〉
2025.10.17 ~ 2026.01.11
링크아트센터드림 드림4관
알리스터 역"," 〈아몬드〉
2025.09.19 ~ 2025.12.14
NOL 유니플렉스 1관
윤재(선윤재) 역","음악극 〈태일〉
2025.05.14 ~ 2025.07.20
대학로 TOM(티오엠) 2관
태일 목소리 역"
22,손유동,1988.01.14,,,actor_images\37034.gif," 〈팬레터〉 10주년 기념 공연
2025.12.05 ~ 2026.02.22
예술의전당 CJ 토월극장
김수남 역"," 〈데카브리〉
2025.09.10 ~ 2025.11.30
NOL 서경스퀘어 스콘 1관
미하일 역","도리안 그레이
2025.03.30 ~ 2025.06.08
홍익대 대학로 아트센터 대극장
배질 홀워드 역","［피크닉#10］  〈카포네 밀크〉
2025.01.21 ~ 2025.01.23
예스24아트원 1관
알 카포네 역","카포네 밀크
2024.12.18 ~ 2025.03.09
예스24아트원 1관
알 카포네 역"
23,김형준,,,,actor_images\50797.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
요리사/리차드 파커 목소리 역","싯다르타 - 익산
2022.12.30 ~ 2022.12.31
익산예술의전당 대공연장
앙상블","적벽
2022.08.20 ~ 2022.09.29
세종문화회관 M씨어터
구먹쇠 역","그날들
2020.11.13 ~ 2021.03.07
충무아트센터 대극장
앙상블",
24,송인성,,,,actor_images\3306.jpg,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
엄마/간호사/오렌지주스 역","헤다 가블러
2025.05.08 ~ 2025.06.01
국립극단 명동예술극장
엘브스테 부인 역","열녀를 위한 장례식
2023.10.27 ~ 2023.11.05
대학로예술극장 대극장","아침극장
2023.06.26 ~ 2023.06.26
씨어터 송","보존과학자
2023.05.25 ~ 2023.06.18
백성희장민호 극장
철 전문가 역"
25,임민영,,,,actor_images\30494.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
루루 첸 역","디어 에반 핸슨
2024.03.28 ~ 2024.06.23
충무아트센터 대극장
신시아 머피 역 스윙","비밥
2012.03.20 ~ 2017.03.31
비밥 전용관
섹시셰프 역
관객 전문가",,
26,주아,1974.07.18,,,actor_images\353.jpg,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
엄마/간호사/오렌지주스 역","그레이트 코멧
2024.03.26 ~ 2024.06.16
유니버설아트센터
마리야 D 역","겨울나그네
2023.12.15 ~ 2024.02.25
한전아트센터
로라킴 역","모차르트!
2023.06.15 ~ 2023.08.22
세종문화회관 대극장
체칠리아 베버 역","종의 기원
2022.12.18 ~ 2023.03.05
대학로 드림아트센터 1관
김지원/김혜원 역"
27,진상현,1982.10.19,,,actor_images\9335.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
오카모토/선장 역","영웅 - 15주년
2024.05.29 ~ 2024.08.11
세종문화회관 대극장
와다 역","겨울나그네
2023.12.15 ~ 2024.02.25
한전아트센터
허버트 역","영웅
2023.03.17 ~ 2023.05.21
블루스퀘어 신한카드홀
와다 역","워치
2019.09.10 ~ 2019.09.15
국립중앙박물관 극장 용
다나카 소좌 역"
28,전걸,,,,actor_images\41120.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
그랜트 존스 중령/마틴 신부/러시아 선원 역","탐정 케이
2023.12.01 ~ 2024.01.14
예그린씨어터
제이 역","지킬 앤 하이드 - 진주
2022.07.22 ~ 2022.07.24
경남문화예술회관 대공연장
새비지/풀 역","지킬 앤 하이드
2021.10.19 ~ 2022.05.08
샤롯데씨어터
새비지/풀 역","킹키부츠
2020.08.21 ~ 2020.11.01
블루스퀘어 신한카드홀
머트 역"
29,서현철,(음력) 1965.04.19,,http://twitter.com/eunjorang,actor_images\4183.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
아버지 역","인천동구문화체육센터 연극 〈톡톡〉
2025.04.11 ~ 2025.04.12
동구문화체육센터 공연장","연극 '톡톡'
2024.12.06 ~ 2025.02.23
대학로 TOM(티오엠) 2관
프레드 역","2024 연극만원4 〈웃음의 대학〉
2024.07.05 ~ 2024.07.07
성남아트센터 앙상블시어터","웃음의 대학
2024.05.11 ~ 2024.06.09
세종문화회관 S씨어터
검열관 역"
30,김지혜,1990.01.01,,http://www.instagram.com/artistduck | http://facebook.com/jihye.kim.564,actor_images\36540.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
루루 첸 역","2025년 중구민과 함께하는 연극 〈킬 미 나우〉
2025.07.01 ~ 2025.07.01
충무아트센터 중극장 블랙
트와일라 역","킬미나우 : 연극열전10_여섯 번째 작품
2025.06.06 ~ 2025.08.17
충무아트센터 중극장 블랙
트와일라 역","비밀의 화원
2024.08.01 ~ 2024.09.22
국립정동극장
데보라＆마사 소어비 역","섬 : 1933~2019
2024.05.22 ~ 2024.07.07
국립정동극장
목소리3 역"
31,정호준,,,http://www.instagram.com/melarvoz,actor_images\46239.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
오카모토/선장 역","22년 2개월
2023.08.31 ~ 2023.11.05
링크아트센터 벅스홀
다테마스 가이세이 역","야구왕 마린스 - 부산
2023.07.05 ~ 2023.07.16
부산시민회관 대극장
고우철 역","보이체크 인 더 다크
2023.02.07 ~ 2023.04.30
링크아트센터 벅스홀
대위 역","2022 궁중문화축전 : 열상진원
2022.05.11 ~ 2022.05.14
경복궁 흥례문광장
태조 역"
32,박찬양,,,,actor_images\40915.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
라니 역","디어 에반 핸슨
2024.03.28 ~ 2024.06.23
충무아트센터 대극장
알라나 벡 역 스윙","루쓰
2023.03.05 ~ 2023.04.02
광림아트센터 BBCH홀
브닌나 역","말리의 어제보다 특별한 오늘
2022.07.09 ~ 2022.08.14
한성아트홀 1관
멀티 (여) 역","빨래
2021.11.05 ~ 2022.05.29
NOL 유니플렉스 2관
제일서점직원 역"
33,황만익,1973.11.01,,,actor_images\3729.jpg,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
아버지 역","［NOL 스페셜 스테이지］  〈알라딘〉 한국 초연 - 부산 (ALADDIN The Musical)
2025.08.15 ~ 2025.08.17
드림씨어터
술탄 역"," 〈알라딘〉 한국 초연 (ALADDIN The Musical) - 부산
2025.07.11 ~ 2025.09.28
드림씨어터
술탄 역","［인터파크 스테이지］알라딘 한국 초연
2025.04.12 ~ 2025.04.16
샤롯데씨어터
술탄 역"," 〈알라딘〉 한국 초연 (ALADDIN The Musical)
2024.11.22 ~ 2025.06.22
샤롯데씨어터
술탄 역"
34,신진경,,,,actor_images\22572.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
쿠마르/자이다 칸 역","음악극 〈들꽃 찾아〉
2025.04.25 ~ 2025.04.27
창동극장","라파치니의 정원
2025.02.26 ~ 2025.02.28
플러스씨어터
리자베타 역","라파치니의 정원
2025.01.30 ~ 2025.04.20
플러스씨어터
리자베타 역","섬 : 1933~2019
2024.05.22 ~ 2024.07.07
국립정동극장
목소리6 역"
35,이상아,1993.11.30,,,actor_images\44227.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
라니 역","아이참 Eye Charm
2024.11.28 ~ 2024.11.28
국립정동극장
심주희 역","이블데드
2024.06.20 ~ 2024.09.01
NOL 유니플렉스
린다 역","레미제라블 - 대구
2024.03.21 ~ 2024.04.07
계명아트센터
코제트 역","레미제라블
2023.11.30 ~ 2024.03.10
블루스퀘어 신한카드홀
코제트 역"
36,권상석,,,http://www.instagram.com/sang_seok_kwon,actor_images\8950.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
마마지/그랜트 존스 중령 커버 역","블랙코메디 연극 〈꼰대 랩소디〉
2025.05.27 ~ 2025.06.01
대학로 공간아울
멀티4 역","하데스타운 한국 공연 - 부산
2024.10.18 ~ 2024.11.03
드림씨어터
일꾼 역","하데스타운
2024.07.12 ~ 2024.10.06
샤롯데씨어터
일꾼 역","뉴 사랑을 이루어 드립니다
2022.04.15 ~ 2022.07.31
룸어씨어터
안무"
37,이승헌,,,,actor_images\32047.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
요리사/리차드 파커 목소리 역","연극 〈굿피플〉
2025.07.11 ~ 2025.07.27
씨어터조이
스티비 역","수성다방
2025.05.10 ~ 2025.05.18
대학로예술극장 대극장","아들에게(부제: 미옥 앨리스 현)
2025.03.22 ~ 2025.03.30
아르코예술극장 대극장
전경환 역","어느 물리학자의 낮잠
2024.10.31 ~ 2024.11.03
씨어터 쿰
노숙자 역"
38,박정민,1987.02.25,,,actor_images\25551.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
파이 역","다빈치모텔
2022.10.14 ~ 2022.10.16
현대카드 이태원 스페이스","청춘페스티벌 2018
2018.05.12 ~ 2018.05.13
난지한강공원","로미오와 줄리엣
2016.12.09 ~ 2017.01.15
국립극장 달오름극장
로미오 역
전문가","G코드의 탈출
2014.02.18 ~ 2014.02.23
연극실험실 혜화동 1번지"
39,박강현,1990.02.27,,,actor_images\38358.gif,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
파이 역","［NOL 스페셜 스테이지］  〈알라딘〉 한국 초연 - 부산 (ALADDIN The Musical)
2025.08.15 ~ 2025.08.17
드림씨어터
알라딘 역"," 〈알라딘〉 한국 초연 (ALADDIN The Musical) - 부산
2025.07.11 ~ 2025.09.28
드림씨어터
알라딘 역"," 〈멤피스〉
2025.06.17 ~ 2025.09.21
충무아트센터 대극장
휴이 역","［인터파크 스테이지］알라딘 한국 초연
2025.04.12 ~ 2025.04.16
샤롯데씨어터
알라딘 역"
40,한규정,1985,,,actor_images\4318.jpg,"〈라이프 오브 파이〉 한국 초연（Life of Pi）
2025.12.02 ~ 2026.03.02
GS아트센터
마마지/판딧지 역","음악극 〈들꽃 찾아〉
2025.04.25 ~ 2025.04.27
창동극장","젠틀맨스 가이드 : 사랑과 살인편
2024.07.06 ~ 2024.10.20
광림아트센터 BBCH홀
치안판사 외 역","룰렛
2022.11.25 ~ 2022.11.26
CKL 스테이지
프라이드 역","동네
2022.10.26 ~ 2022.10.30
우란문화재단 우란2경"
41,차윤해,1994.02.03,,http://www.instagram.com/aquazz0203,actor_images\45102.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
크리스티안 역"," 〈마리 퀴리〉
2025.07.25 ~ 2025.10.19
광림아트센터 BBCH홀
피에르 퀴리 역","시라노
2024.12.06 ~ 2025.02.23
예술의전당 CJ 토월극장
크리스티앙 역","4월은 너의 거짓말
2024.06.28 ~ 2024.08.25
예술의전당 CJ 토월극장
와타리 료타 역","레미제라블 - 대구
2024.03.21 ~ 2024.04.07
계명아트센터
앙졸라 역"
42,전성혜,,,,actor_images\49123.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
니니 역","13 후르츠케이크
2023.12.17 ~ 2023.12.29
국립정동극장 세실
13 후르츠케이크 역","물랑루즈
2022.12.16 ~ 2023.03.05
블루스퀘어 신한카드홀
니니 역","아이다
2022.05.10 ~ 2022.08.07
블루스퀘어 신한카드홀
앙상블","광화문 연가
2021.07.16 ~ 2021.09.05
예술의전당 오페라극장
앙상블"
43,이석훈,1984.02.21,,http://www.instagram.com/lee.seokhoon,actor_images\29854.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
크리스티안 역","뷰티풀 민트 라이프 2025
2025.06.13 ~ 2025.06.15
올림픽공원","웃는 남자
2025.01.09 ~ 2025.03.09
예술의전당 오페라극장
그윈플렌 역","2024 Someday Christmas in 여수
2024.12.21 ~ 2024.12.22
진남체육관
12/22(SUN) 역","킹키부츠
2024.09.07 ~ 2024.11.10
블루스퀘어 신한카드홀
찰리 역"
44,정선아,,,,actor_images\3738.gif,,,,,
45,하유진,1988.10.07,,,actor_images\37928.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
니니 역","시스터즈
2023.09.03 ~ 2023.11.12
홍익대 대학로 아트센터 대극장
시스터 2 역","물랑루즈
2022.12.16 ~ 2023.03.05
블루스퀘어 신한카드홀
앙상블","아이다
2022.05.10 ~ 2022.08.07
블루스퀘어 신한카드홀
앙상블","듀엣
2020.10.23 ~ 2021.01.31
KT&G 상상마당 대치아트홀
GIRLS 역"
46,심건우,1985.01.19,,,actor_images\21847.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
산티아고 역","더 쇼! 신라
2025.02.24 ~ 2025.03.07
경주엑스포대공원 문화센터 문무홀
한빈/춘추 역","조로: 액터뮤지션
2024.09.11 ~ 2024.11.17
NOL 유니플렉스
스토리텔러/돈 알레한드로 역","그레이트 코멧
2024.03.26 ~ 2024.06.16
유니버설아트센터
돌로코프 역","더 쇼! 신라하다 - 경주
2023.10.21 ~ 2023.12.07
경주엑스포대공원 문화센터 문무홀
한빈/춘추 역"
47,이정하,1991.08.28,,http://www.instagram.com/wakkaa__,actor_images\50986.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
아라비아 역"," 〈멤피스〉
2025.06.17 ~ 2025.09.21
충무아트센터 대극장
앙상블","마타하리
2024.12.05 ~ 2025.03.02
LG아트센터 서울 LG SIGNATURE 홀
앙상블","그레이트 코멧
2024.03.26 ~ 2024.06.16
유니버설아트센터
앙상블","드래곤 하이
2023.09.02 ~ 2023.10.15
국립중앙박물관 극장 용
엄마/긴꼬리용 역"
48,김단주,,,,actor_images\48185.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
베이비돌 역","드래곤하이 스페셜
2024.09.28 ~ 2024.11.24
국립중앙박물관 극장 용
큰날개용 역","비클래스
2024.02.20 ~ 2024.05.06
링크아트센터드림 드림2관
치아키 역","드래곤 하이
2023.09.02 ~ 2023.10.15
국립중앙박물관 극장 용
뉴스/붉은날개선장 역","단
2023.06.23 ~ 2023.06.25
KT&G 상상마당 대치아트홀
풍백 역"
